source_uid,premise,hypothesis,label
63,"Rocky là một loạt phim về quyền anh dựa trên nhân vật hư cấu cùng tên Rocky Balboa do Sylvester Stallone thủ vai trong mỗi phim. Các phim xếp theo thứ tự ngày phát hành là: ""Rocky"" (1976) Rocky II"" (1979) Rocky III"" (1982) Rocky IV"" (1985) Rocky V"" (1990) Rocky Balboa"" (2006) và ""Creed"" (2015). Loạt phim đã thu về hơn 1,4 tỷ USD tại phòng vé trên toàn thế giới.","Nói cách khác, sylvester Stallone sẽ đóng vai Rocky Balboa trong một bộ phim tương lai của loạt phim.",1
64,"Dorobanțu là một xã thuộc hạt Tulcea România. Nó bao gồm năm ngôi làng: Ardealu (dân số đã giảm từ năm 2002, tên lịch sử: ""Asînlar"") Cârjelari Dorobanțu Fântâna Oilor (tên lịch sử: ""Coiumbunar"" hoặc ""Coiumpunar"") và Meșteru (tên lịch sử: ""Canat Calfa"").","Nói cách khác, mesteru tồn tại trước Ardealu.",1
65,"Rebecca là một bộ phim Ghana-Nigeria năm 2016 do Shirley Frimpong-Manso đạo diễn và có sự tham gia của Yvonne Okoro và Joseph Benjamin (diễn viên). Theo Manso, bộ phim được phát hành lần đầu tiên ở London trước Ghana do tình hình kinh tế của đất nước khiến lượng bảo trợ cho phim giảm đi. Bộ phim là bộ phim thứ hai có hai diễn viên có sự tham gia của nữ diễn viên gốc Nigeria Yvonne Okoro.","Nói cách khác, rebeccais được chiếu ở Anh.",0
66,Căn cứ Không quân Tyndall là Căn cứ Không quân Hoa Kỳ nằm cách Thành phố Panama Florida 20 km về phía đông. Căn cứ được đặt tên để vinh danh phi công thứ nhất trong Thế chiến thứ nhất Frank Benjamin Tyndall. Đơn vị điều hành cơ sở và cánh chủ là Cánh máy bay chiến đấu thứ 325 (325 FW) của Bộ chỉ huy tác chiến trên không (ACC). Căn cứ được mô tả là địa điểm được chỉ định điều tra dân số và có dân số là 2 994 người trong cuộc điều tra dân số năm 2010.,Tyndall chính là căn cứ quân sự.,0
67,Căn cứ Không quân Tyndall là Căn cứ Không quân Hoa Kỳ nằm cách Thành phố Panama Florida 20 km về phía đông. Căn cứ được đặt tên để vinh danh phi công thứ nhất trong Thế chiến thứ nhất Frank Benjamin Tyndall. Đơn vị điều hành cơ sở và cánh chủ là Cánh máy bay chiến đấu thứ 325 (325 FW) của Bộ chỉ huy tác chiến trên không (ACC). Căn cứ được mô tả là địa điểm được chỉ định điều tra dân số và có dân số là 2 994 người trong cuộc điều tra dân số năm 2010.,"Nói cách khác, tyndall ở gần Thành phố Panama.",0
68,"Robert Jack Duarte Wallace (sinh ngày 7 tháng 4 năm 1986 tại Liên bang Distrito Thành phố Mexico) là một diễn viên và ca sĩ người Mexico. Anh được biết đến với diễn xuất trong bộ phim truyền hình Telenovela ""Rebelde"" của Mexico với vai ""Tomas Goycolea"" và là thành viên của ban nhạc pop Mexico-Argentina Eme 15"".","Nói cách khác, rob nổi tiếng với tài ca hát.",1
69,"Robert Jack Duarte Wallace (sinh ngày 7 tháng 4 năm 1986 tại Liên bang Distrito Thành phố Mexico) là một diễn viên và ca sĩ người Mexico. Anh được biết đến với diễn xuất trong bộ phim truyền hình Telenovela ""Rebelde"" của Mexico với vai ""Tomas Goycolea"" và là thành viên của ban nhạc pop Mexico-Argentina Eme 15"".","Nói cách khác, mọi người thích diễn xuất của Rob hơn ca hát.",1
70,"Robert Jack Duarte Wallace (sinh ngày 7 tháng 4 năm 1986 tại Liên bang Distrito Thành phố Mexico) là một diễn viên và ca sĩ người Mexico. Anh được biết đến với diễn xuất trong bộ phim truyền hình Telenovela ""Rebelde"" của Mexico với vai ""Tomas Goycolea"" và là thành viên của ban nhạc pop Mexico-Argentina Eme 15"".","Nói cách khác, mọi người đều biết đến Eme 15.",1
71,"Robert Jack Duarte Wallace (sinh ngày 7 tháng 4 năm 1986 tại Liên bang Distrito Thành phố Mexico) là một diễn viên và ca sĩ người Mexico. Anh được biết đến với diễn xuất trong bộ phim truyền hình Telenovela ""Rebelde"" của Mexico với vai ""Tomas Goycolea"" và là thành viên của ban nhạc pop Mexico-Argentina Eme 15"".","Nói cách khác, eme 15 hay hơn Rebelde.",1
72,"Robert Jack Duarte Wallace (sinh ngày 7 tháng 4 năm 1986 tại Liên bang Distrito Thành phố Mexico) là một diễn viên và ca sĩ người Mexico. Anh được biết đến với diễn xuất trong bộ phim truyền hình Telenovela ""Rebelde"" của Mexico với vai ""Tomas Goycolea"" và là thành viên của ban nhạc pop Mexico-Argentina Eme 15"".",Wallace từng làm việc chăm chỉ để tham gia Rebelde.,1
73,"Quận Nassau là một quận ngoại ô ở phía tây Long Island thuộc bang New York, Hoa Kỳ. Tại cuộc điều tra dân số năm 2010, dân số của quận là 1 339 532 ước tính đã tăng lên 1 361 500 vào năm 2016. Quận lỵ nằm ở Làng Garden City trong ranh giới của mã zip Mineola 11501.","Nói cách khác, dân số Quận Nassau tăng từ năm 2010 đến năm 2016.",0
74,Chụp cộng hưởng từ góc thấp nhanh (FLASH MRI) là một chuỗi hình ảnh cộng hưởng từ cụ thể. Đó là một chuỗi tiếng vang gradient kết hợp sự kích thích tần số vô tuyến góc lật thấp của tín hiệu cộng hưởng từ hạt nhân (được ghi dưới dạng tiếng vang gradient được mã hóa theo không gian) với thời gian lặp lại nhanh chóng. Đây là dạng chung của hình ảnh tuế sai tự do ở trạng thái ổn định.,Chụp cộng hưởng từ chính là hệ thống tốt nhất.,1
75,Chụp cộng hưởng từ góc thấp nhanh (FLASH MRI) là một chuỗi hình ảnh cộng hưởng từ cụ thể. Đó là một chuỗi tiếng vang gradient kết hợp sự kích thích tần số vô tuyến góc lật thấp của tín hiệu cộng hưởng từ hạt nhân (được ghi dưới dạng tiếng vang gradient được mã hóa theo không gian) với thời gian lặp lại nhanh chóng. Đây là dạng chung của hình ảnh tuế sai tự do ở trạng thái ổn định.,"Nói cách khác, flash MRI nhanh chóng.",1
76,"Diane Edith Watson (sinh ngày 12 tháng 11 năm 1933) là cựu Dân biểu Hoa Kỳ tại khu vực bầu cử thứ 33 của California, phục vụ từ năm 2003 đến năm 2011. Bà là thành viên của Đảng Dân chủ. Quận này nằm hoàn toàn trong Quận Los Angeles và bao gồm phần lớn Trung tâm Los Angeles cũng như các khu dân cư giàu có như Los Feliz.",Diane Edith Watson chính là một phụ nữ.,0
77,"Khách sạn Adelaide Toronto là một tòa nhà chọc trời đa năng ở Toronto Ontario Canada. Nó được xây dựng bởi Talon International Development Inc. có trụ sở tại Markham, thuộc sở hữu của Val Levitan và doanh nhân người Canada Alex Shnaider. Nó từng được gọi là Khách sạn và Tháp Quốc tế Trump Toronto.","Nói cách khác, khách sạn Adelaide Toronto được sử dụng vì nhiều lý do.",1
78,"Khách sạn Adelaide Toronto là một tòa nhà chọc trời đa năng ở Toronto Ontario Canada. Nó được xây dựng bởi Talon International Development Inc. có trụ sở tại Markham, thuộc sở hữu của Val Levitan và doanh nhân người Canada Alex Shnaider. Nó từng được gọi là Khách sạn và Tháp Quốc tế Trump Toronto.","Nói cách khác, val sở hữu nhiều tòa nhà.",1
79,"Khách sạn Adelaide Toronto là một tòa nhà chọc trời đa năng ở Toronto Ontario Canada. Nó được xây dựng bởi Talon International Development Inc. có trụ sở tại Markham, thuộc sở hữu của Val Levitan và doanh nhân người Canada Alex Shnaider. Nó từng được gọi là Khách sạn và Tháp Quốc tế Trump Toronto.","Nói cách khác, trump International vượt trội hơn Adelaide.",1
80,"Khách sạn Adelaide Toronto là một tòa nhà chọc trời đa năng ở Toronto Ontario Canada. Nó được xây dựng bởi Talon International Development Inc. có trụ sở tại Markham, thuộc sở hữu của Val Levitan và doanh nhân người Canada Alex Shnaider. Nó từng được gọi là Khách sạn và Tháp Quốc tế Trump Toronto.",Donald Trump từng cố gắng mua Adelaide.,1
81,"Đây là danh sách các phim truyện do Fox Film Corporation sản xuất, bao gồm cả những phim được sản xuất bởi công ty tiền thân của nó là Box Office Entertainment Company. Một số phim sau này trong danh sách này do Fox Film sản xuất nhưng được 20th Century Fox phát hành và phân phối sau khi sáp nhập với Twentieth Century Pictures vào năm 1935.","Nói cách khác, fox Film sáp nhập với Nineteenth Century Pictures.",2
82,"Khách sạn Adelaide Toronto là một tòa nhà chọc trời đa năng ở Toronto Ontario Canada. Nó được xây dựng bởi Talon International Development Inc. có trụ sở tại Markham, thuộc sở hữu của Val Levitan và doanh nhân người Canada Alex Shnaider. Nó từng được gọi là Khách sạn và Tháp Quốc tế Trump Toronto.","Nói cách khác, talon mất một thời gian để xây dựng Adelaide.",1
83,"L. M. Singhvi (9 tháng 11 năm 1931 – 6 tháng 10 năm 2007) là một nhà văn và nhà ngoại giao học giả quốc hội Ấn Độ. Ông đứng sau V. K. Krishna Menon, Cao ủy Ấn Độ phục vụ lâu thứ hai tại Vương quốc Anh (1991–97). Ông được phong tặng Padma Bhushan vào năm 1998.",L.M Singhvi không hề còn phục vụ ở Anh.,1
84,"Chiến tranh Silesian lần thứ hai là một sân khấu của Chiến tranh Kế vị Áo. Cái tên này được dùng để mô tả cuộc chiến của Phổ chống lại Áo từ năm 1744 đến năm 1745, chủ yếu diễn ra ở Silesia Bohemia và Thượng Saxony. Đây là cuộc chiến thứ hai trong chuỗi ba cuộc chiến tranh Silesian diễn ra giữa nước Phổ của Frederick Đại đế và nước Áo của Maria Theresa.",Chiến tranh Silesian lần thứ hai chính là cuộc chiến lớn nhất.,1
85,"Chiến tranh Silesian lần thứ hai là một sân khấu của Chiến tranh Kế vị Áo. Cái tên này được dùng để mô tả cuộc chiến của Phổ chống lại Áo từ năm 1744 đến năm 1745, chủ yếu diễn ra ở Silesia Bohemia và Thượng Saxony. Đây là cuộc chiến thứ hai trong chuỗi ba cuộc chiến tranh Silesian diễn ra giữa nước Phổ của Frederick Đại đế và nước Áo của Maria Theresa.",Chiến tranh Silesian lần thứ hai có được nhiều bên tham gia.,1
86,"Chiến tranh Silesian lần thứ hai là một sân khấu của Chiến tranh Kế vị Áo. Cái tên này được dùng để mô tả cuộc chiến của Phổ chống lại Áo từ năm 1744 đến năm 1745, chủ yếu diễn ra ở Silesia Bohemia và Thượng Saxony. Đây là cuộc chiến thứ hai trong chuỗi ba cuộc chiến tranh Silesian diễn ra giữa nước Phổ của Frederick Đại đế và nước Áo của Maria Theresa.","Nói cách khác, chiến tranh Silesian lần thứ hai được nhiều nước nghiên cứu.",1
87,"L. M. Singhvi (9 tháng 11 năm 1931 – 6 tháng 10 năm 2007) là một nhà văn và nhà ngoại giao học giả quốc hội Ấn Độ. Ông đứng sau V. K. Krishna Menon, Cao ủy Ấn Độ phục vụ lâu thứ hai tại Vương quốc Anh (1991–97). Ông được phong tặng Padma Bhushan vào năm 1998.",L.M. Singvhi từng phục vụ 76 năm.,1
88,"Chiến tranh Silesian lần thứ hai là một sân khấu của Chiến tranh Kế vị Áo. Cái tên này được dùng để mô tả cuộc chiến của Phổ chống lại Áo từ năm 1744 đến năm 1745, chủ yếu diễn ra ở Silesia Bohemia và Thượng Saxony. Đây là cuộc chiến thứ hai trong chuỗi ba cuộc chiến tranh Silesian diễn ra giữa nước Phổ của Frederick Đại đế và nước Áo của Maria Theresa.","Nói cách khác, maria Theresa quyết tâm chiến đấu.",1
89,"Chiến tranh Silesian lần thứ hai là một sân khấu của Chiến tranh Kế vị Áo. Cái tên này được dùng để mô tả cuộc chiến của Phổ chống lại Áo từ năm 1744 đến năm 1745, chủ yếu diễn ra ở Silesia Bohemia và Thượng Saxony. Đây là cuộc chiến thứ hai trong chuỗi ba cuộc chiến tranh Silesian diễn ra giữa nước Phổ của Frederick Đại đế và nước Áo của Maria Theresa.",Kế vị Áo chính là một sai lầm.,1
90,"Lee Il-hyung là đạo diễn và biên kịch phim người Hàn Quốc. Trước khi đạo diễn bộ phim điện ảnh đầu tiên A Violent Prosecutor (2016), Lee là trợ lý đạo diễn cho các phim như The Moonlight of Seoul (2008) My Way (2011) và (2014) và phim thương mại.","Nói cách khác, il-Hung sinh ra ở Trung Quốc.",2
91,"Lee Il-hyung là đạo diễn và biên kịch phim người Hàn Quốc. Trước khi đạo diễn bộ phim điện ảnh đầu tiên A Violent Prosecutor (2016), Lee là trợ lý đạo diễn cho các phim như The Moonlight of Seoul (2008) My Way (2011) và (2014) và phim thương mại.","Nói cách khác, một công tố viên bạo lực được trình chiếu vào năm 2015.",2
92,"Lee Il-hyung là đạo diễn và biên kịch phim người Hàn Quốc. Trước khi đạo diễn bộ phim điện ảnh đầu tiên A Violent Prosecutor (2016), Lee là trợ lý đạo diễn cho các phim như The Moonlight of Seoul (2008) My Way (2011) và (2014) và phim thương mại.","Nói cách khác, moonlight of Seoul ra mắt năm 2007.",2
93,"Salad Days: ""A Decade of Punk in Washington DC (1980-90)"" là một bộ phim tài liệu do Scott Crawford viết kịch bản và đạo diễn. Được phát hành vào ngày 19 tháng 12 năm 2014, bộ phim do Kickstarter tài trợ có sự góp mặt của những người tiên phong trong nền âm nhạc punk hạng nặng của Washington DC trong hơn một thập kỷ (1980-1990), bao gồm cả Minor Threat Fugazi Bad Brains Government Issue Youth Brigade Teen Idles Rites of Spring và những người khác.","Nói cách khác, thập kỷ Punk bắt đầu từ năm 91.",2
